section,dataset,method,method_key,group,split_type,status,seeds,evidence,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std,artifact_path,metrics_file,manifest_config,reason
RQ3,Quo Vadis,w/o interleaving prior in gating,wo_interleaving_prior_in_gating,ablation,leakage-safe group/exact-sequence-disjoint,confirmatory,7/17/27,mean±std from complete artifact set,0.8539363484087102,0.0037002884479689388,0.7288698568574277,0.01602293032423223,0.6824146981627296,0.00982062306239878,0.7046460929751298,0.002472608858787379,0.867946415604932,0.003826638668739563,datasets_50k/quo_vadis/results/ablation/wo_interleaving_prior_in_gating/seed_17/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_interleaving_prior_in_gating/seed_27/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_interleaving_prior_in_gating/seed_7/metrics.json,datasets_50k/quo_vadis/results/ablation/wo_interleaving_prior_in_gating/seed_17/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_interleaving_prior_in_gating/seed_27/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_interleaving_prior_in_gating/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,leakage-safe ablation; seeds 7/17/27 complete; validation-selected threshold
RQ3,Quo Vadis,w/o preference loss,wo_preference_loss,ablation,leakage-safe group/exact-sequence-disjoint,single-seed,7,artifact/inventory,0.8331658291457287,,0.6654135338345865,,0.6968503937007874,,0.6807692307692308,,0.8415314482450826,,datasets_50k/quo_vadis/results/ablation/wo_preference_loss/seed_7/metrics.json,datasets_50k/quo_vadis/results/ablation/wo_preference_loss/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,incomplete three-seed ablation; available artifact retained but not aggregated into confirmatory table
RQ3,Quo Vadis,w/o relation features,wo_relation_features,ablation,leakage-safe group/exact-sequence-disjoint,confirmatory,7/17/27,mean±std from complete artifact set,0.8582914572864322,0.0008205995788218115,0.758907303603619,0.02536476677972138,0.6561679790026247,0.043879930439108865,0.7020332046375017,0.015585321177096711,0.8735074613649002,0.005639743235200768,datasets_50k/quo_vadis/results/ablation/wo_relation_features/seed_17/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_relation_features/seed_27/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_relation_features/seed_7/metrics.json,datasets_50k/quo_vadis/results/ablation/wo_relation_features/seed_17/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_relation_features/seed_27/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_relation_features/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,leakage-safe ablation; seeds 7/17/27 complete; validation-selected threshold
RQ3,Quo Vadis,w/o semantic elements,wo_semantic_elements,ablation,leakage-safe group/exact-sequence-disjoint,confirmatory,7/17/27,mean±std from complete artifact set,0.826465661641541,0.017871998215543243,0.6452130209925412,0.04083577652549818,0.7230971128608924,0.010333343666682199,0.681012086521324,0.020357092611471443,0.8707304805522793,0.021605842533545985,datasets_50k/quo_vadis/results/ablation/wo_semantic_elements/seed_17/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_semantic_elements/seed_27/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_semantic_elements/seed_7/metrics.json,datasets_50k/quo_vadis/results/ablation/wo_semantic_elements/seed_17/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_semantic_elements/seed_27/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_semantic_elements/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,leakage-safe ablation; seeds 7/17/27 complete; validation-selected threshold
RQ3,Quo Vadis,w/o sequence view,wo_sequence_view,ablation,leakage-safe group/exact-sequence-disjoint,confirmatory,7/17/27,mean±std from complete artifact set,0.84321608040201,0.0021711024115269274,0.6952630963261446,0.009251616007972007,0.6876640419947506,0.018278724773207473,0.691200349253635,0.006484622275926789,0.8588769521218754,0.007302515873414091,datasets_50k/quo_vadis/results/ablation/wo_sequence_view/seed_17/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_sequence_view/seed_27/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_sequence_view/seed_7/metrics.json,datasets_50k/quo_vadis/results/ablation/wo_sequence_view/seed_17/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_sequence_view/seed_27/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_sequence_view/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,leakage-safe ablation; seeds 7/17/27 complete; validation-selected threshold
RQ3,Quo Vadis,w/o structural bias in attention,wo_structural_bias_in_attention,ablation,leakage-safe group/exact-sequence-disjoint,confirmatory,7/17/27,mean±std from complete artifact set,0.8549413735343384,0.00637396904202358,0.7446716622917074,0.03686537377316462,0.6640419947506562,0.034372180718395776,0.7002641730797071,0.0026863136335722585,0.8591089575341543,0.009996956317961502,datasets_50k/quo_vadis/results/ablation/wo_structural_bias_in_attention/seed_17/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_structural_bias_in_attention/seed_27/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_structural_bias_in_attention/seed_7/metrics.json,datasets_50k/quo_vadis/results/ablation/wo_structural_bias_in_attention/seed_17/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_structural_bias_in_attention/seed_27/metrics.json;datasets_50k/quo_vadis/results/ablation/wo_structural_bias_in_attention/seed_7/metrics.json,datasets_50k/quo_vadis/leakage_safe/manifest.json,leakage-safe ablation; seeds 7/17/27 complete; validation-selected threshold
RQ2,Quo Vadis / Zenodo 11079764,RQ2 held-out category/family runs,RQ2 held-out category/family runs,other,confirmatory required,pending,7/17/27,[PENDING],,,,,,,,,,,,,,fold protocols exist but trained fold results are absent
RQ4,Quo Vadis / Zenodo 11079764,final repeated profiling,final repeated profiling,other,confirmatory required,pending,7/17/27,[PENDING],,,,,,,,,,,,,,only single-seed repair profiling is available
RQ5,Quo Vadis / Zenodo 11079764,final three-seed view-weight audit,final three-seed view-weight audit,other,confirmatory required,pending,7/17/27,[PENDING],,,,,,,,,,,,,,only Quo Vadis P3a seed-7 diagnostic is available
RQ5,Quo Vadis / Zenodo 11079764,two-annotator extraction quality,two-annotator extraction quality,other,confirmatory required,pending,,[PENDING],,,,,,,,,,,,,,annotation evidence absent
RQ1,Zenodo 11079764,EsCapturer-full repaired,EsCapturer-full repaired,escapturer,confirmatory required,pending,7/17/27,[PENDING],,,,,,,,,,,,,,no repaired leakage-safe three-seed artifact found
RQ1,Zenodo 11079764,API2Vec++,api2vecpp,sequence,preliminary binary-stratified,preliminary,7,artifact/inventory,0.9052,,0.890717408074055,,0.9237333333333333,,0.906924990181961,,0.9610532266666667,,datasets_50k/zenodo_11079764/results/api2vecpp_metrics.json,datasets_50k/zenodo_11079764/results/api2vecpp_metrics.json,datasets_50k/zenodo_11079764/leakage_safe/manifest.json,preliminary 50k binary-stratified split; retained only as diagnostic and excluded from confirmatory table
RQ1,Zenodo 11079764,API2Vec++,api2vecpp,sequence,leakage-safe required,pending,7/17/27,[PENDING],,,,,,,,,,,,,,no complete leakage-safe three-seed artifact found
RQ1,Zenodo 11079764,API-frequency LR,api_frequency_lr,simple,leakage-safe group/exact-sequence-disjoint,confirmatory,7/17/27,mean±std from complete artifact set,0.7659465020576132,0,0.6718275652701883,0,0.8862635162194633,0,0.7642894146088759,0,0.8647686969490825,0,datasets_50k/zenodo_11079764/results/standard_baselines/api_frequency_lr/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_frequency_lr/seed_27/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_frequency_lr/seed_7/metrics.json,datasets_50k/zenodo_11079764/results/standard_baselines/api_frequency_lr/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_frequency_lr/seed_27/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_frequency_lr/seed_7/metrics.json,datasets_50k/zenodo_11079764/leakage_safe/manifest.json,leakage-safe artifact; seeds 7/17/27 complete; test threshold matches validation-selected threshold; prediction artifacts present
RQ1,Zenodo 11079764,API-frequency RF,api_frequency_rf,simple,leakage-safe group/exact-sequence-disjoint,confirmatory,7/17/27,mean±std from complete artifact set,0.9347279378143575,0.0014705853143882936,0.9044112806167606,0.006116377746640647,0.947804031504472,0.004114546791462383,0.9255708882550456,0.0012572026169348142,0.9821929243628086,0.00004267737566184888,datasets_50k/zenodo_11079764/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/zenodo_11079764/results/standard_baselines/api_frequency_rf/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_frequency_rf/seed_27/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_frequency_rf/seed_7/metrics.json,datasets_50k/zenodo_11079764/leakage_safe/manifest.json,leakage-safe artifact; seeds 7/17/27 complete; test threshold matches validation-selected threshold; prediction artifacts present
RQ1,Zenodo 11079764,API-frequency XGBoost,api_frequency_xgboost,simple,leakage-safe required,pending,7/17/27,[PENDING],,,,,,,,,,,,,,xgboost installed but missing libomp runtime on this machine
RQ1,Zenodo 11079764,API n-gram LR,api_ngram_lr,simple,leakage-safe group/exact-sequence-disjoint,confirmatory,7/17/27,mean±std from complete artifact set,0.9221536351165981,0,0.8784735087069285,0,0.9495394473368042,0,0.9126250962278676,0,0.9720528202058362,0,datasets_50k/zenodo_11079764/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/zenodo_11079764/results/standard_baselines/api_ngram_lr/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_ngram_lr/seed_27/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_ngram_lr/seed_7/metrics.json,datasets_50k/zenodo_11079764/leakage_safe/manifest.json,leakage-safe artifact; seeds 7/17/27 complete; test threshold matches validation-selected threshold; prediction artifacts present
RQ1,Zenodo 11079764,API n-gram SVM,api_ngram_svm,simple,leakage-safe group/exact-sequence-disjoint,confirmatory,7/17/27,mean±std from complete artifact set,0.9368998628257886,1.1102230246251565e-16,0.908637236084453,0,0.947937525030036,0,0.9278714229713838,0,0.9786763806722988,5.660820216327233e-8,datasets_50k/zenodo_11079764/results/standard_baselines/api_ngram_svm/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_ngram_svm/seed_27/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_ngram_svm/seed_7/metrics.json,datasets_50k/zenodo_11079764/results/standard_baselines/api_ngram_svm/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_ngram_svm/seed_27/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/api_ngram_svm/seed_7/metrics.json,datasets_50k/zenodo_11079764/leakage_safe/manifest.json,leakage-safe artifact; seeds 7/17/27 complete; test threshold matches validation-selected threshold; prediction artifacts present
RQ1,Zenodo 11079764,API n-gram XGBoost,api_ngram_xgboost,simple,leakage-safe required,pending,7/17/27,[PENDING],,,,,,,,,,,,,,xgboost installed but missing libomp runtime on this machine
RQ1,Zenodo 11079764,APILI adapted,apili_adapted,semantic,preliminary binary-stratified,preliminary,7,artifact/inventory,0.936,,0.9255596043727226,,0.9482666666666667,,0.9367755532139094,,0.9806210844444444,,datasets_50k/zenodo_11079764/results/apili_adapted_metrics.json,datasets_50k/zenodo_11079764/results/apili_adapted_metrics.json,datasets_50k/zenodo_11079764/artifacts/apili_adapted/manifest.json;datasets_50k/zenodo_11079764/leakage_safe/manifest.json,preliminary 50k binary-stratified split; retained only as diagnostic and excluded from confirmatory table
RQ1,Zenodo 11079764,APILI adapted,apili_adapted,semantic,leakage-safe required,pending,7/17/27,[PENDING],,,,,,,,,,,,,,no complete leakage-safe three-seed artifact found
RQ1,Zenodo 11079764,DawnGNN reimplementation,dawngnn_reimpl,graph,preliminary binary-stratified,preliminary,7,artifact/inventory,0.8214666666666667,,0.895635050869708,,0.7277333333333333,,0.8030013241135795,,0.9188561422222222,,datasets_50k/zenodo_11079764/results/dawngnn_reimpl_metrics.json,datasets_50k/zenodo_11079764/results/dawngnn_reimpl_metrics.json,datasets_50k/zenodo_11079764/leakage_safe/manifest.json,preliminary 50k binary-stratified split; retained only as diagnostic and excluded from confirmatory table
RQ1,Zenodo 11079764,DawnGNN reimplementation,dawngnn_reimpl,graph,leakage-safe required,pending,7/17/27,[PENDING],,,,,,,,,,,,,,no complete leakage-safe three-seed artifact found
RQ1,Zenodo 11079764,DeepCapa adapted,deepcapa_adapted,semantic,preliminary binary-stratified,preliminary,7,artifact/inventory,0.9446666666666667,,0.9364040827008636,,0.9541333333333334,,0.9451855765420685,,0.9862989511111111,,datasets_50k/zenodo_11079764/results/deepcapa_adapted_metrics.json,datasets_50k/zenodo_11079764/results/deepcapa_adapted_metrics.json,datasets_50k/zenodo_11079764/artifacts/deepcapa_adapted/len_512/manifest.json;datasets_50k/zenodo_11079764/leakage_safe/manifest.json,preliminary 50k binary-stratified split; retained only as diagnostic and excluded from confirmatory table
RQ1,Zenodo 11079764,DeepCapa adapted,deepcapa_adapted,semantic,leakage-safe required,pending,7/17/27,[PENDING],,,,,,,,,,,,,,no complete leakage-safe three-seed artifact found
RQ1,Zenodo 11079764,GAT,gat,graph,leakage-safe group/exact-sequence-disjoint,confirmatory,7/17/27,mean±std from complete artifact set,0.9155807041609512,0.0034700752712987105,0.8728824547178257,0.010070395181452642,0.9399279134961954,0.005747977610896004,0.905096721855493,0.0030829299441821464,0.9715747852945773,0.0004873281175853064,datasets_50k/zenodo_11079764/results/graph_baselines/gat/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/graph_baselines/gat/seed_27/metrics.json;datasets_50k/zenodo_11079764/results/graph_baselines/gat/seed_7/metrics.json,datasets_50k/zenodo_11079764/results/graph_baselines/gat/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/graph_baselines/gat/seed_27/metrics.json;datasets_50k/zenodo_11079764/results/graph_baselines/gat/seed_7/metrics.json,datasets_50k/zenodo_11079764/leakage_safe/manifest.json,leakage-safe artifact; seeds 7/17/27 complete; test threshold matches validation-selected threshold; prediction artifacts present
RQ1,Zenodo 11079764,GPT4-API-BERT-CNN,gpt4_api_bert_cnn,semantic,preliminary binary-stratified,check,7,artifact/inventory,0.922,,0.9135092761954534,,0.9322666666666667,,0.9227926620034315,,0.9736564977777777,,datasets_50k/zenodo_11079764/results/gpt4_api_bert_cnn_metrics.json,datasets_50k/zenodo_11079764/results/gpt4_api_bert_cnn_metrics.json,datasets_50k/zenodo_11079764/leakage_safe/manifest.json,preliminary 50k binary-stratified split and detection threshold provenance absent; suspiciously high for confirmatory use
RQ1,Zenodo 11079764,GPT4-API-BERT-CNN,gpt4_api_bert_cnn,semantic,leakage-safe required,pending,7/17/27,[PENDING],,,,,,,,,,,,,,no complete leakage-safe three-seed artifact found
RQ1,Zenodo 11079764,GRU,gru,sequence,leakage-safe run attempted,check,7,[PENDING],,,,,,,,,,,,,,seed 7 stopped after approximately 45 minutes because runtime was unexpectedly longer than the comparable LSTM run; no metrics or prediction artifact was produced
RQ1,Zenodo 11079764,GRU,gru,sequence,leakage-safe required,pending,17/27,[PENDING],,,,,,,,,,,,,,seed 7 requires runtime investigation before continuing later seeds
RQ1,Zenodo 11079764,LSTM,lstm,sequence,leakage-safe group/exact-sequence-disjoint,confirmatory,7/17/27,mean±std from complete artifact set,0.9242684042066758,0.002241503378043822,0.8858654553509014,0.007063258007729596,0.9450006674676278,0.008176955189487942,0.9144213138657583,0.002456252697508124,0.9736494988388866,0.0007119624173673668,datasets_50k/zenodo_11079764/results/standard_baselines/lstm/seed_7/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/lstm/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/lstm/seed_27/metrics.json,datasets_50k/zenodo_11079764/results/standard_baselines/lstm/seed_7/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/lstm/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/lstm/seed_27/metrics.json,datasets_50k/zenodo_11079764/leakage_safe/manifest.json,leakage-safe artifact; data checksum matches manifest; validation-selected threshold; prediction counts match 5832-record validation/test splits; config recorded
RQ1,Zenodo 11079764,MME fallback,mme_fallback,semantic,leakage-safe required,pending,7/17/27,[PENDING],,,,,,,,,,,,,,no complete leakage-safe three-seed artifact found
RQ1,Zenodo 11079764,MME TextCNN fallback,mme_textcnn_fallback,semantic,preliminary binary-stratified,preliminary,7,artifact/inventory,0.9278666666666666,,0.9183833116036506,,0.9392,,0.9286750164798945,,0.9789413333333334,,datasets_50k/zenodo_11079764/results/mme_metrics.json,datasets_50k/zenodo_11079764/results/mme_metrics.json,datasets_50k/zenodo_11079764/artifacts/mme/manifest.json;datasets_50k/zenodo_11079764/leakage_safe/manifest.json,preliminary 50k binary-stratified split; retained only as diagnostic and excluded from confirmatory table
RQ1,Zenodo 11079764,Nebula,nebula,sequence,preliminary binary-stratified,preliminary,7,artifact/inventory,0.8025333333333333,,0.836347465164542,,0.7522666666666666,,0.7920819879264355,,0.8994331377777778,,datasets_50k/zenodo_11079764/results/nebula_metrics.json,datasets_50k/zenodo_11079764/results/nebula_metrics.json,datasets_50k/zenodo_11079764/leakage_safe/manifest.json,preliminary 50k binary-stratified split; retained only as diagnostic and excluded from confirmatory table
RQ1,Zenodo 11079764,Nebula,nebula,sequence,leakage-safe required,pending,7/17/27,[PENDING],,,,,,,,,,,,,,no complete leakage-safe three-seed artifact found
RQ1,Zenodo 11079764,Semantic TF-IDF/SGD prototype,ours,escapturer,preliminary binary-stratified,preliminary,7,artifact/inventory,0.9512,,0.9431639601885804,,0.9602666666666667,,0.9516384778012685,,0.9873961955555556,,datasets_50k/zenodo_11079764/results/ours_metrics.json,datasets_50k/zenodo_11079764/results/ours_metrics.json,datasets_50k/zenodo_11079764/leakage_safe/manifest.json,preliminary 50k binary-stratified split; retained only as diagnostic and excluded from confirmatory table
RQ1,Zenodo 11079764,R-GCN,rgcn,graph,leakage-safe group/exact-sequence-disjoint,confirmatory,7/17/27,mean±std from complete artifact set,0.9342135345221765,0.0016226645595083021,0.9027306177192483,0.004875168147213322,0.948604992657856,0.002177213513589646,0.9250857994948615,0.0015505396385088006,0.9773188295719982,0.0000934116299697135,datasets_50k/zenodo_11079764/results/graph_baselines/rgcn/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/graph_baselines/rgcn/seed_27/metrics.json;datasets_50k/zenodo_11079764/results/graph_baselines/rgcn/seed_7/metrics.json,datasets_50k/zenodo_11079764/results/graph_baselines/rgcn/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/graph_baselines/rgcn/seed_27/metrics.json;datasets_50k/zenodo_11079764/results/graph_baselines/rgcn/seed_7/metrics.json,datasets_50k/zenodo_11079764/leakage_safe/manifest.json,leakage-safe artifact; seeds 7/17/27 complete; test threshold matches validation-selected threshold; prediction artifacts present
RQ1,Zenodo 11079764,Transformer,transformer,sequence,leakage-safe group/exact-sequence-disjoint,confirmatory,7/17/27,mean±std from complete artifact set,0.9089506172839507,0.005481607463355902,0.8656528375236521,0.007977147209835495,0.9320517954879187,0.003434703065083076,0.897619186885104,0.005875608674178775,0.9618435876174848,0.0017579333309803208,datasets_50k/zenodo_11079764/results/standard_baselines/transformer/seed_7/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/transformer/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/transformer/seed_27/metrics.json,datasets_50k/zenodo_11079764/results/standard_baselines/transformer/seed_7/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/transformer/seed_17/metrics.json;datasets_50k/zenodo_11079764/results/standard_baselines/transformer/seed_27/metrics.json,datasets_50k/zenodo_11079764/leakage_safe/manifest.json,leakage-safe artifact; data checksum matches manifest; validation-selected threshold; prediction counts match 5832-record validation/test splits; config recorded
RQ4,Quo Vadis,Frozen semantic-template extractor profile,semantic_extractor_profile,profiling,"profiled first 5,000 rows",diagnostic,,profile summary,,,,,,,,,,,datasets_50k/quo_vadis/results/llm_behavior_extraction_summary.json,datasets_50k/quo_vadis/results/llm_behavior_extraction_summary.json,,"5,000-row extractor profile; latency and coverage summary only"
